Mapping project name,ESCO - Lithuanian Classification of Occupations,,,,,
Mapping project author,Ministry of the Economy and Innovation of the Republic of Lithuania,,,,,
Mapping project version,V1.0,,,,,
Mapping project version date,2021-03-15,,,,,
Classification 1 Name,Profesijos ESCO,,,,,
Classification 1 Concept type,occupation,,,,,
Classification 1 Version,1.0.8,,,,,
Classification 1 Language,lt,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,
Classification 2 Name,Lietuvos profesijų klasifikatorius,,,,,
Classification 2 Concept type,occupation,,,,,
Classification 2 Version,ESCO LPK,,,,,
Classification 2 Language,lt,,,,,
Classification 2 Landing page,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=,,,,,
,,,,,,
,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/isco/C2263,Aplinkos ir profesinės sveikatos ir higienos specialistai,http://data.europa.eu/esco/isco/C2263,226320,Sveikatos edukologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226320,skos:narrowMatch
http://data.europa.eu/esco/isco/C2263,Aplinkos ir profesinės sveikatos ir higienos specialistai,http://data.europa.eu/esco/isco/C2263,226321,Darbų saugos organizatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226321,skos:narrowMatch
http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58,reagavimo į nelaimes koordinatorius,http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58,2263,"Aplinkos"","" profesinės sveikatos ir higienos specialistai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2263,skos:narrowMatch
http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,maisto saugos specialistas,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,226310,Mitybos higienos gydytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226310,skos:broadMatch
http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439,sveikatos ir saugos specialistas,http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439,226302,Profesinės sveikatos specialistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226302,skos:exactMatch
http://data.europa.eu/esco/occupation/1d75ea5a-f902-4b47-8d63-5c6d2a5c0bb5,ergonomikos specialistas,http://data.europa.eu/esco/occupation/1d75ea5a-f902-4b47-8d63-5c6d2a5c0bb5,2263,"Aplinkos"","" profesinės sveikatos ir higienos specialistai",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2263,skos:narrowMatch
http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,apsaugos nuo spinduliuotės specialistas,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,226323,Radiacinės saugos specialistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226323,skos:exactMatch
http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,apsaugos nuo spinduliuotės specialistas,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,226312,Radiacinės higienos gydytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226312,skos:broadMatch
http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,apsaugos nuo spinduliuotės specialistas,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,226322,Radiacinės saugos ekspertas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226322,skos:broadMatch
http://data.europa.eu/esco/occupation/a317e9c2-62d5-4a24-8ad4-5cb7b9db3f3b,vyresnysis kineziterapeutas,http://data.europa.eu/esco/occupation/a317e9c2-62d5-4a24-8ad4-5cb7b9db3f3b,226401,Kineziterapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226401,skos:broadMatch
http://data.europa.eu/esco/occupation/5beafebe-9211-4b3a-adf1-6161097a3975,gyvūnų fizioterapeutas,http://data.europa.eu/esco/occupation/5beafebe-9211-4b3a-adf1-6161097a3975,226401,Kineziterapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226401,skos:narrowMatch
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,kineziterapeutas,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,226401,Kineziterapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226401,skos:exactMatch
http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,dietistas,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,226501,Dietistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226501,skos:exactMatch
http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,dietistas,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,226502,Sporto mitybos specialistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226502,skos:broadMatch
http://data.europa.eu/esco/occupation/c37d0026-989b-4705-9bcb-30cccd8308fa,gatavo maisto dietologas,http://data.europa.eu/esco/occupation/c37d0026-989b-4705-9bcb-30cccd8308fa,226503,Dietologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226503,skos:exactMatch
http://data.europa.eu/esco/occupation/c37d0026-989b-4705-9bcb-30cccd8308fa,gatavo maisto dietologas,http://data.europa.eu/esco/occupation/c37d0026-989b-4705-9bcb-30cccd8308fa,226504,Dietetikos technologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226504,skos:narrowMatch
http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3,audiologas,http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3,2266,Audiologai ir kalbos terapeutai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2266,skos:narrowMatch
http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7,kalbos ir kalbėjimo terapeutas,http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7,226601,Kalbos terapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226601,skos:exactMatch
http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,optometrijos specialistas,http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,226701,Optometrijos specialistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226701,skos:exactMatch
http://data.europa.eu/esco/occupation/771244bf-b204-4e7f-8b25-ee523ae7b791,akių judesių sutrikimų specialistas,http://data.europa.eu/esco/occupation/771244bf-b204-4e7f-8b25-ee523ae7b791,2267,Optometrijos specialistai ir optikai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2267,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226901,Klinikos patologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226901,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226902,Teismo medicinos patologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226902,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226903,Medicinos patologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226903,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226904,Medicinos entomologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226904,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226905,Medicinos genetikas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226905,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226906,Teismo medicinos ekspertas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226906,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226907,"Mokslo darbuotojas {kitos sveikatos priežiūros"","" farmacijos ir veterinarijos sritys"","" išskyrus slaugą}",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226907,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226908,Medicinos auditorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226908,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226910,Sveikatos priežiūros paslaugų inspektorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226910,skos:narrowMatch
http://data.europa.eu/esco/isco/C2269,Kitur nepriskirti sveikatos priežiūros specialistai,http://data.europa.eu/esco/isco/C2269,226911,Farmacinės veiklos inspektorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226911,skos:narrowMatch
http://data.europa.eu/esco/occupation/e81269d8-f301-4c82-9235-ba33ec9b0434,gyvūnų osteopatas,http://data.europa.eu/esco/occupation/e81269d8-f301-4c82-9235-ba33ec9b0434,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,chiropraktikas specialistas,http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,chiropraktikas,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,kineziologas,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,226403,Kineziologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226403,skos:exactMatch
http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab,ergoterapeutas,http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab,226402,Ergoterapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226402,skos:exactMatch
http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c,ergoterapeuto padėjėjas,http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c,325501,Ergoterapeuto padėjėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=325501,skos:exactMatch
http://data.europa.eu/esco/occupation/cf9b6da9-3a59-4780-bec9-500b148b8878,podiatras,http://data.europa.eu/esco/occupation/cf9b6da9-3a59-4780-bec9-500b148b8878,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/4f08cd74-71c6-43aa-88d4-841e5bb677f7,podiatro padėjėjas,http://data.europa.eu/esco/occupation/4f08cd74-71c6-43aa-88d4-841e5bb677f7,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,radiologas,http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/7d092380-1c2e-48fe-81de-0d191b4e96d6,radiologinės diagnostikos technologas,http://data.europa.eu/esco/occupation/7d092380-1c2e-48fe-81de-0d191b4e96d6,321108,Radiologinės diagnostikos technologas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=321108,skos:exactMatch
http://data.europa.eu/esco/occupation/5efb4fff-8c5f-4697-9587-034d9f6af094,branduolinės medicinos radiologas,http://data.europa.eu/esco/occupation/5efb4fff-8c5f-4697-9587-034d9f6af094,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/a9e54177-a185-404d-b6e6-15663d31137e,gydomosios radiologijos specialistas,http://data.europa.eu/esco/occupation/a9e54177-a185-404d-b6e6-15663d31137e,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79,kūrybos terapijos specialistas,http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/e6023abf-ced3-4ac9-9437-cc79e4396e3e,gyvūnų asistuojamosios terapijos specialistas,http://data.europa.eu/esco/occupation/e6023abf-ced3-4ac9-9437-cc79e4396e3e,2269,Kitur nepriskirti sveikatos specialistai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=2269,skos:narrowMatch
http://data.europa.eu/esco/occupation/eb48ccbd-75f2-4799-81be-443034858473,meno terapijos specialistas,http://data.europa.eu/esco/occupation/eb48ccbd-75f2-4799-81be-443034858473,226909,Menų terapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226909,skos:narrowMatch
http://data.europa.eu/esco/occupation/789d9781-8724-4367-936a-3a4cb7c54315,šokio terapijos specialistas,http://data.europa.eu/esco/occupation/789d9781-8724-4367-936a-3a4cb7c54315,226909,Menų terapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226909,skos:narrowMatch
http://data.europa.eu/esco/occupation/3d616092-b4fd-4c14-b0e9-a9119bbbd171,muzikos terapijos specialistas,http://data.europa.eu/esco/occupation/3d616092-b4fd-4c14-b0e9-a9119bbbd171,226909,Menų terapeutas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=226909,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231085,Transporto inžinerijos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231085,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231002,Etikos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231002,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231003,Teologijos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231003,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231005,Menotyros dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231005,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231008,Gimtosios kalbos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231008,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231011,Etnologijos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231011,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231012,Kitų humanitarinių mokslų dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231012,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231015,Dailės dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231015,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231017,Dizaino dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231017,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231018,Dailiųjų amatų dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231018,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231022,Kitų meno dalykų dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231022,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231026,Didmeninės ir mažmeninės prekybos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231026,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231027,Rinkodaros ir reklamos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231027,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231028,"Finansų"","" bankininkystės ir draudimo dėstytojas",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231028,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231029,Buhalterinės apskaitos ir apmokestinimo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231029,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231030,Viešojo administravimo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231030,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231031,Valdymo ir administravimo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231031,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231032,Sekretorių ir raštvedžių darbo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231032,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231033,Darbo organizavimo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231033,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231036,Kultūrologijos dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231036,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231038,Vaikų priežiūros ir paslaugų jaunimui dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231038,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231041,Ikimokyklinių įstaigų mokytojų rengimo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231041,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231042,Bendrųjų dalykų mokytojų rengimo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231042,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231043,Profesijos dalykų mokytojų rengimo dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231043,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231044,Sporto dėstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231044,skos:narrowMatch
http://data.europa.eu/esco/isco/C2310,Aukštųjų mokyklų dėstytojai,http://data.europa.eu/esco/isco/C2310,231047,"Bibliotekų"","" informacijos ir archyvų darbo dėstytojas",http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=231047,skos:narrowMatch
